schema,order,defining_length,num_generations,num_matches,num_expected_matches,schema_fitness,population_fitness
0..11001,6,7,56,9994,3505.9717345555255,11960925.684961976,38298915.561265
0..11001,6,7,57,9986,2350.8169568694757,10553751.967931101,126567976.267853
0..11001,6,7,58,9988,627.1562627399112,8525486.567563076,97207639.72556901
0..11001,6,7,59,9988,659.7789637388718,8456005.872137565,178811274.72029397
0..11001,6,7,60,9977,355.7542236760151,3028324.9563726573,168226792.856462
0..11001,6,7,61,9992,135.2721637758696,2517323.996963571,96538606.46938601
0..11001,6,7,62,9977,196.24186848354825,1624822.761292974,261686058.40412694
0..11001,6,7,63,9968,46.65804474552061,3153116.6231781696,184188885.61576602
0..11001,6,7,64,9964,128.52446292209808,1705486.776410076,360122820.795766
0..11001,6,7,65,9970,35.54124088039682,668629.4330942826,197716075.46225104
0..11001,6,7,66,9938,25.39450909413373,635019.7806299054,425403963.63891697
0..11001,6,7,67,9979,11.173413431250898,1517685.5200080166,113542622.80967
0..11001,6,7,68,9978,100.46413416761001,4427527.379415713,118446583.50137998
0..11001,6,7,69,9973,280.9204602846708,2179592.289494635,250069418.91232193
0..11001,6,7,70,9991,65.46989607884761,3168126.8646371732,108025038.52620901
0..11001,6,7,71,9990,220.692842237197,1986247.6413093086,71501635.83208501
0..11001,6,7,72,9977,209.01817885658951,3398610.507350906,136257065.25045004
0..11001,6,7,73,9956,187.43189317303148,2401635.98151366,517186497.59198713
0..11001,6,7,74,9975,34.82138541066774,2526331.092276692,213739448.44184902
0..11001,6,7,75,9982,88.80136502843291,1574128.767029653,77423782.285209
0..11001,6,7,76,9971,152.85673970654733,3110528.3835011534,257165031.10216817
0..11001,6,7,77,9994,90.83686261980822,1464853.8535641385,72148356.83675803
0..11001,6,7,78,9981,152.82990846516824,2154668.8390171323,91506286.61537403
0..11001,6,7,79,9995,177.01285603609801,772496.3606913455,6773562.7728699995
0..11001,6,7,80,9972,858.5453398231383,1470427.817332531,196514948.73214298
0..11001,6,7,81,9984,56.19938228492062,216214.75521935092,80902693.55421701
0..11001,6,7,82,9967,20.09685384532634,2437703.9933229657,379857314.143107
0..11001,6,7,83,9987,48.175484213146476,2356591.8086732747,116382025.78534797
0..11001,6,7,84,9979,152.31218761997587,2986258.4579456854,200195941.39850503
0..11001,6,7,85,9991,112.11411712399352,2410116.243682314,41250988.93697501
0..11001,6,7,86,9980,439.65674339559024,2922864.1249388778,239642848.56715
0..11001,6,7,87,9986,91.68026276905763,3979848.7898678146,104999528.62693398
0..11001,6,7,88,9981,285.08340592544306,3335089.524517583,124358997.35599397
0..11001,6,7,89,9980,201.6069477130267,2325852.3473146292,119017029.50389
0..11001,6,7,90,9990,146.8942276185542,1682165.872151151,57361062.362927005
0..11001,6,7,91,9989,220.65728711134227,2954369.4673510864,127982369.47094199
0..11001,6,7,92,9992,173.6752079690181,1018060.0818004406,130549618.97624
0..11001,6,7,93,9995,58.68827982719105,1023743.7845352676,91879271.81514797
0..11001,6,7,94,9986,83.87985798800608,1114470.268387743,123143403.63096997
0..11001,6,7,95,9978,68.06910652792476,199958.03490378833,244427221.965002
0..11001,6,7,96,9981,6.148001183167058,2039498.000308586,166243326.297647
0..11001,6,7,97,9988,92.22619136127479,1343968.6690698836,63691271.792220995
0..11001,6,7,98,9986,158.74092684863206,838809.4033336672,129869884.10537705
0..11001,6,7,99,9986,48.578886256114,1559428.4737402364,113085120.496381
0..11001,6,7,100,9988,103.71766023103905,2234499.1120264325,89920400.60809802
0..11001,6,7,101,9995,186.939743128184,1901052.0403241622,61915101.25930398
0..11001,6,7,102,9989,231.1433328773151,544270.7033026328,141578921.70554003
0..11001,6,7,103,9971,28.922746116411762,1037533.852507271,184747107.48439094
0..11001,6,7,104,9979,42.17591361088786,1675508.0243812006,160044906.767551
0..11001,6,7,105,9997,78.68515986246422,2197734.2745013502,10699199.836752001
0..11001,6,7,106,9970,1546.659554138204,1851786.5430902708,241739521.51114696
0..11001,6,7,107,9972,57.522741819557936,1640599.7524127555,351390087.448147
0..11001,6,7,108,9974,35.066834202739315,2435327.3875696813,168637202.853901
0..11001,6,7,109,9955,108.48619601214205,959971.5521617277,307865691.53772604
0..11001,6,7,110,9955,23.379729833081594,521644.75669311895,381614545.41034806
0..11001,6,7,111,9978,10.24925611500201,2160812.3473261176,168864391.05017602
0..11001,6,7,112,9982,96.16645985407159,2813379.251605891,114502897.85896102
0..11001,6,7,113,9984,184.72706170896603,4740714.983662861,151103045.769699
0..11001,6,7,114,9975,235.92629868739985,3500693.6560731833,297232023.73195
0..11001,6,7,115,9965,88.48559347228122,1263119.3063833418,409694112.90883905
0..11001,6,7,116,9964,23.13998683036505,2102724.0197450826,297502319.073298
0..11001,6,7,117,9972,53.04284303734383,3180368.907056759,272905545.77414006
0..11001,6,7,118,9991,87.5283138289814,5393124.896395756,96911145.596498
0..11001,6,7,119,9963,418.7712555820097,4201608.230372379,423124101.842446
0..11001,6,7,120,9966,74.51420561560872,5905450.81984146,465333536.657079
0.011001,7,7,0,88,0,56251310841.318634,88908614640.46405
0.011001,7,7,1,181,41.51526605872443,3914337317.7541437,32942544872.514687
0.011001,7,7,2,709,16.036737708785232,1569651311.6683214,10559992432.8446
0.011001,7,7,3,2474,78.5818347572937,790121722.3008732,3576635623.0743484
0.011001,7,7,4,8269,407.5260250009748,609597911.3568774,1488518494.1404119
0.011001,7,7,5,9687,2525.099968691396,219799859.9895881,515049683.7423481
0.011001,7,7,6,9923,3082.5060348684233,118403817.0122987,178570505.14477503
0.011001,7,7,7,9979,4906.087803362211,68756516.39026254,181663470.498056
0.011001,7,7,8,9984,2816.239786918294,37845407.88699018,129176894.951386
0.011001,7,7,9,9978,2181.0683251300047,30916303.617206853,308480106.61280704
0.011001,7,7,10,9952,745.6589760435461,27421254.398871586,373746588.85264504
0.011001,7,7,11,9984,544.4484890045396,28269213.449521236,113418982.70759399
0.011001,7,7,12,9984,1855.5339245019265,22351342.144715548,162686541.66888702
0.011001,7,7,13,9979,1022.8051378090163,21813598.224410266,205314639.92965803
0.011001,7,7,14,9965,790.5525862997902,19872689.22539087,346698985.21741503
0.011001,7,7,15,9973,425.90988785613064,10717346.594538255,282432261.17267597
0.011001,7,7,16,9986,282.1857905037301,5055583.488648107,163927392.66014898
0.011001,7,7,17,9979,229.6400677887216,3334995.924692855,137368758.19960997
0.011001,7,7,18,9989,180.6469806255397,4259461.563756132,173131957.79938102
0.011001,7,7,19,9994,183.2465579919059,5830842.407507505,85848238.43257898
0.011001,7,7,20,9976,506.1457679848036,4455316.312601244,199494864.12060896
0.011001,7,7,21,9968,166.12676689895585,5289751.017707665,278173170.90869904
0.011001,7,7,22,9965,141.33976607489848,1676988.8721364774,284408671.957575
0.011001,7,7,23,9963,43.812798943584305,2118296.533449764,442221055.758174
0.011001,7,7,24,9969,35.585561091919786,2482449.6251168614,314386141.52139395
0.011001,7,7,25,9985,58.69552559755743,1749189.916154231,64929005.30032603
0.011001,7,7,26,9974,200.5776938998798,3460982.2296901937,136652403.584413
0.011001,7,7,27,9965,188.35962084504183,4975378.451850476,281860361.981762
0.011001,7,7,28,9971,131.16131669553576,5205374.624059774,268423059.547375
0.011001,7,7,29,9975,144.18073454997733,2398625.621157895,286630105.23909897
0.011001,7,7,30,9973,62.24291429995235,1874038.356909656,309278966.73828006
0.011001,7,7,31,9972,45.059903574309125,1538610.5390513437,339952115.326447
0.011001,7,7,32,9978,33.65344854906629,907851.7647604732,241298967.77798697
0.011001,7,7,33,9972,27.992347881741317,1523846.8448415562,320265763.495666
0.011001,7,7,34,9987,35.37931534320912,2208095.2995153703,116400754.281624
0.011001,7,7,35,9977,141.26462395486016,1507028.4721850257,183549038.596908
0.011001,7,7,36,9975,61.080933366080735,3114420.3493042607,295179559.658253
0.011001,7,7,37,9993,78.47660404505706,2022063.1793465426,63202678.780901
0.011001,7,7,38,9981,238.39188725046978,1523611.7064302173,186400330.640944
0.011001,7,7,39,9976,60.83283091064498,1967528.4171541703,314540929.788241
0.011001,7,7,40,9988,46.53038404235863,3281521.056705047,130475893.97510906
0.011001,7,7,41,9990,187.30949675569855,3702281.2662562565,125395417.02555
0.011001,7,7,42,9987,219.9325870229389,2593777.3617332536,80776930.85293502
0.011001,7,7,43,9977,239.12046497079083,2141812.5936383684,221691686.641848
0.011001,7,7,44,9977,71.87343175635685,5026081.19898667,273581425.25534797
0.011001,7,7,45,9984,136.67189441390892,1858923.7657341743,159228664.03945294
0.011001,7,7,46,9968,86.91230139471222,3085027.288794141,267641278.84707496
0.011001,7,7,47,9983,85.67424621711936,2376156.456824601,203088924.93986496
0.011001,7,7,48,9969,87.09359406005993,3467905.6923151766,310033607.977618
0.011001,7,7,49,9976,83.14697418738139,2048799.5862640336,264442358.93856505
0.011001,7,7,50,9975,57.63167536612294,2104379.116806015,258162653.62270597
0.011001,7,7,51,9978,60.62891836738814,1572788.4763640012,86923457.65185098
0.011001,7,7,52,9996,134.62111207405943,6855152.717962187,44194979.606875025
0.011001,7,7,53,9989,1156.1303260623224,3461699.668514367,43801040.05637902
0.011001,7,7,54,9970,588.65837311596,2285336.9519498507,269845110.780784
0.011001,7,7,55,9993,62.96035899751293,3369898.3119563702,71551320.52403803
0.011001,7,7,56,9987,350.9387940009327,3759492.0475418055,88275802.43462199
0.011001,7,7,57,9978,317.1457497331902,2390049.6342202853,126248789.093608
0.011001,7,7,58,9990,140.8508744308017,2101151.8044184186,35274106.351863
0.011001,7,7,59,9993,443.7141187447222,1121380.0455058543,83807806.08718102
0.011001,7,7,60,9989,99.70124659044654,8457070.799720697,121976215.603472
0.011001,7,7,61,9987,516.4201431473599,3013168.193761891,159048469.73946905
0.011001,7,7,62,9978,141.0799439872058,2152262.064164162,283050774.7609681
0.011001,7,7,63,9976,56.5731878672402,942374.0151042503,222661804.43312603
0.011001,7,7,64,9980,31.48258378605312,2602695.5090971943,278999759.11935705
0.011001,7,7,65,9981,69.42029020337745,6657508.358013226,282213415.872766
0.011001,7,7,66,9984,175.56763932992166,3175776.271367188,186382908.72313803
0.011001,7,7,67,9988,126.84832470394211,2786036.3991900277,153320024.943011
0.011001,7,7,68,9981,135.33271287028916,2000923.7764642828,188210256.32783303
0.011001,7,7,69,9978,79.12207412727136,1092214.22899078,207474385.8486991
0.011001,7,7,70,9985,39.167260020088584,912290.9573860794,149948196.145118
0.011001,7,7,71,9977,45.297740858923554,275247.060406936,309518400.208496
0.011001,7,7,72,9985,6.615650274175036,2568097.0860140217,120593768.72005305
0.011001,7,7,73,9974,158.55173134372762,4767194.041545018,232311039.64453706
0.011001,7,7,74,10000,152.61551771571297,3196423.942631001,3196423.942631001
00011001,8,7,0,52,0,840485327.0540384,89601663098.75923
00011001,8,7,1,232,0.3600716698510224,844840682.3031466,31322290879.84888
00011001,8,7,2,953,4.6193495711184225,837092700.1912591,9786419544.59035
00011001,8,7,3,3552,60.17473259903128,741542220.9040061,3279034898.149349
00011001,8,7,4,8639,592.9722168655443,403840402.8897998,1095780741.3608909
00011001,8,7,5,9740,2350.288204389581,140848963.0872577,332144371.551486
00011001,8,7,6,9920,3048.998827699308,42718730.87152621,360308759.72088504
00011001,8,7,7,9947,868.2139049091404,20972642.07791897,277584032.665968
00011001,8,7,8,9972,554.7819543182588,10892316.119153628,115380137.835496
00011001,8,7,9,9988,694.9330990001407,9853757.133602325,41004190.194566995
00011001,8,7,10,9995,1771.8366966072379,7352448.928153076,69861025.823859
00011001,8,7,11,9989,776.5177728689896,7999616.52510161,54176441.65864298
00011001,8,7,12,9980,1088.810370880829,8355895.186739478,221215189.438463
00011001,8,7,13,9982,278.27880189931295,3742367.477998398,114600216.03564101
00011001,8,7,14,9979,240.63018410560196,4466494.73338611,235348756.10803798
00011001,8,7,15,9976,139.80203248549662,3177474.744384523,268403727.596106
00011001,8,7,16,9983,87.18094023946105,4556878.529016327,270282402.182041
00011001,8,7,17,9990,124.2459658960475,4016003.196185185,119040731.24922001
00011001,8,7,18,9991,248.79147549541753,1238474.0986017415,141772480.610217
00011001,8,7,19,9979,64.42812500104176,1255380.388475799,243313241.51568
00011001,8,7,20,9978,38.007400008608414,2841562.136725797,138702610.82797694
00011001,8,7,21,9992,150.89941796395186,4239341.995954762,49080492.78541702
00011001,8,7,22,9986,637.1086594348764,2102408.3286250746,73117213.083019
00011001,8,7,23,9985,211.96323749125096,693436.3585017526,158898602.55705792
00011001,8,7,24,9988,32.16667300370462,2568654.4543342004,105091198.89687297
00011001,8,7,25,9972,180.2143692093708,1660161.1814741273,354410344.486121
00011001,8,7,26,9975,34.48241536027467,40544.160401002504,304116439.675935
00011001,8,7,27,9984,0.9816865978722038,3288557.9840084133,134649461.521767
00011001,8,7,28,9991,180.0018625388281,3029550.3676628964,45370738.99801
00011001,8,7,29,9983,492.47345554766616,2557201.759539217,177429894.35431293
00011001,8,7,30,9958,106.2113222515712,1587834.6981191002,289986577.858589
00011001,8,7,31,9971,40.25047936246222,2299639.9396820776,192173762.902057
00011001,8,7,32,9988,88.07973691640991,3801031.459160993,118491803.02683096
00011001,8,7,33,9991,236.51747478710706,3182647.29770093,124543448.950248
00011001,8,7,34,9996,188.4725588766138,2477372.7969507794,24481881.788009
00011001,8,7,35,9973,746.6969185624583,2722249.159654065,266780897.8926129
00011001,8,7,36,9981,75.12258180865113,3891560.7569311685,184762707.52931497
00011001,8,7,37,9978,155.18691394169443,100714.87930146325,201650867.19941494
00011001,8,7,38,9996,3.678820398764416,529585.9173149259,22534874.072947998
00011001,8,7,39,9991,173.4119746404282,798442.0919657691,32805723.409106996
00011001,8,7,40,9981,179.50407314139522,2161982.6675944286,167199123.95061
00011001,8,7,41,9965,95.27167696346184,4999624.865644757,385577249.151125
00011001,8,7,42,9982,95.38385386396236,4390737.796437587,149585792.425904
00011001,8,7,43,9991,216.28991292225194,2780418.0274487035,78796915.44622399
00011001,8,7,44,9974,260.2443929912043,2652744.3653088026,182524137.44745904
00011001,8,7,45,9978,107.00794000636824,1272443.5113028663,120299393.790596
00011001,8,7,46,9980,77.9094459581694,2666147.156745491,113021731.27743201
00011001,8,7,47,9982,173.78978498478156,1096679.9729232618,120291163.33647199
00011001,8,7,48,9973,67.17927258195027,3902147.7441482,220112319.47273895
00011001,8,7,49,9976,130.51388614116524,2639199.1219977946,152670364.544105
00011001,8,7,50,9964,127.30498196410726,1427045.2343697308,301663614.404026
00011001,8,7,51,9958,34.795258871589056,2358454.242757582,252077630.66993803
00011001,8,7,52,9992,68.77598393828085,2564634.6192133706,97252915.77151799
00011001,8,7,53,9981,194.51219672962435,566977.6224897306,194447691.137507
00011001,8,7,54,9981,21.483682581379203,2157608.247742711,242546924.282072
00011001,8,7,55,9983,65.5424122378021,3273256.0773254535,134967274.271994
00011001,8,7,56,9989,178.7245122740171,2723886.7141815997,105246515.01629598
00011001,8,7,57,9991,190.8424020409545,2748216.645693124,139779992.51571202
00011001,8,7,58,9979,145.0061612542139,1483704.2914530514,118343129.68994302
00011001,8,7,59,9970,92.35552232328442,4363428.637845538,290421837.00193197
00011001,8,7,60,9982,110.57712945145654,2884535.8715197355,133578676.50695102
00011001,8,7,61,9970,159.12115307626655,1834449.757242728,369754236.315471
00011001,8,7,62,9995,36.513996132465756,2651096.5256868433,70166645.689924
00011001,8,7,63,9972,278.77201047029024,3848452.5410509426,340755216.876436
00011001,8,7,64,9960,83.13759083282994,1078905.2466385541,446519254.2456521
00011001,8,7,65,9964,17.76535934483408,612134.1030770775,349863886.987806
00011001,8,7,66,9959,12.869234699314223,3986463.207733708,361892908.61608195
00011001,8,7,67,9977,80.98320552568617,1497997.0829437703,155366342.817153
00011001,8,7,68,9987,71.01098563148169,1915916.7132241917,46924675.886497
00011001,8,7,69,9996,301.01070298917057,1624536.8173509403,84311219.962624
00011001,8,7,70,9986,142.1811347705346,607774.7855637892,213326756.535864
00011001,8,7,71,9998,21.00199031900064,648751.1722314464,14652121.331996998
00011001,8,7,72,9958,326.78515951571154,949353.5856758385,353033364.66061604
00011001,8,7,73,9978,19.76768941423922,3110880.5882952497,225492952.24600098
00011001,8,7,74,9961,101.61677595657196,608944.4573536795,464389150.95897
00011001,8,7,75,9971,9.642066013409915,304911.4044729716,312382025.6314
00011001,8,7,76,9985,7.184522209990605,1496263.6692799197,236219351.46377596
00011001,8,7,77,9958,46.688752626137486,4344222.689412532,336909099.99161696
00011001,8,7,78,9970,94.78573971978174,2030119.4790140425,403124276.99557704
00011001,8,7,79,9989,37.06374910088637,1966177.8803343677,143165972.64216602
00011001,8,7,80,9993,101.26900775125611,3011390.1707175025,60857073.545098
00011001,8,7,81,9983,365.02566030385356,1431070.0986116396,79281428.446954
00011001,8,7,82,9979,133.0215659018729,2711989.83804289,129071210.704383
00011001,8,7,83,9992,154.7808546848614,1687066.7516443152,59033383.51824301
00011001,8,7,84,9978,210.79415286836365,2413506.722966526,248636404.17067602
00011001,8,7,85,9997,71.49881433794233,1182046.4962588777,14685066.844809998
00011001,8,7,86,9994,594.0183596701648,3082250.7561747045,52592776.158221
00011001,8,7,87,9986,432.3672202108005,1906106.0746545163,46247854.05115
00011001,8,7,88,9956,303.8215570369788,2553186.8086219365,374634951.206664
00011001,8,7,89,9987,50.08765871578401,1905718.6959547412,91092199.23915
00011001,8,7,90,9995,154.23544857387074,2512679.981428714,39187256.841438
00011001,8,7,91,9981,473.0931486170794,2492236.50783689,138354792.275972
00011001,8,7,92,9983,132.72130590514806,2089173.4086256637,180630246.091331
00011001,8,7,93,9981,85.23473803263796,1415255.0634675883,192126898.62884703
00011001,8,7,94,9967,54.2740392558115,1834298.0265456003,119190910.77305801
00011001,8,7,95,9993,113.23032725265867,1496215.901660162,56342210.01302902
00011001,8,7,96,9992,195.89701532219985,2544920.092560048,67225717.166486
00011001,8,7,97,9985,279.2303853754396,2136319.8152909363,176676739.473169
00011001,8,7,98,9979,89.1264289512032,455864.95872131473,260519906.35230795
00011001,8,7,99,9977,12.890028075682281,3352585.459914804,237736790.13835704
00011001,8,7,100,9989,103.86159277850415,1824461.4452958251,125853454.007706
00011001,8,7,101,9982,106.89640701645463,1148423.9950230417,126677731.384332
00011001,8,7,102,9980,66.80224995724923,1376330.778776553,120236619.249719
00011001,8,7,103,9993,84.33117484208279,1332805.8549514662,28672039.490852997
00011001,8,7,104,9974,342.9065153398811,2750056.371293363,187122322.08972803
00011001,8,7,105,9960,108.2073859672359,2743911.1571586346,251628476.19502997
00011001,8,7,106,9978,80.17540089369314,1023772.2058989778,196570393.989546
00011001,8,7,107,9963,38.36191423737302,1546269.9722322593,306616797.31833494
00011001,8,7,108,9979,37.08950636847077,96507.90955807196,221151554.08794904
00011001,8,7,109,9984,3.2146335970315953,2852261.050008013,196396071.464828
00011001,8,7,110,9976,107.03667043512161,4960013.250755813,266680191.343954
00011001,8,7,111,9978,136.9682991820216,3545444.8167749047,175747352.370678
00011001,8,7,112,9967,148.59253177545776,2376599.6389384973,463317296.4926311
00011001,8,7,113,9973,37.741009742069245,4468619.764597413,267355595.01374003
00011001,8,7,114,9960,123.04996308763482,3737301.2481124494,378982808.62062895
00011001,8,7,115,9977,72.5052539682919,2294164.3725819383,210841011.982025
00011001,8,7,116,9978,80.13845309066636,4414006.627767088,222458794.94318599
00011001,8,7,117,9977,146.14987356544492,3770790.94193946,127793117.552773
00011001,8,7,118,9960,217.31840362475504,4023185.5696907626,324420508.192412
00011001,8,7,119,9984,91.17854274198017,1317984.4481630607,179693791.448047
00011001,8,7,120,9969,54.057172973881805,1841426.5577740998,237894716.94544503
00011001,8,7,121,9989,56.96298570044965,3221479.2980878963,115746060.13836001
00011001,8,7,122,9981,205.23086928380604,1883829.6165143773,187259915.960243
00011001,8,7,123,9992,74.1211921092125,2061203.101836469,63908345.516854994
00011001,8,7,124,9977,237.89602307581822,1408488.0611316026,186284789.171092
00011001,8,7,125,9973,55.686162637637636,1717674.214370801,135079702.563992
00011001,8,7,126,9970,93.61556510349543,6116611.172728186,235655635.29170996
00011001,8,7,127,9975,191.02919525859133,3437616.0989794484,200811687.92873204
00011001,8,7,128,9989,126.05289839082269,740268.5545049554,40749454.049095
00011001,8,7,129,9978,133.95565860194756,1746401.980513129,215796058.86615598
00011001,8,7,130,9976,59.60953716575941,2897634.059856656,337974428.30311304
00011001,8,7,131,9975,63.137543394066114,1964217.4528280701,251521680.911696
00011001,8,7,132,9975,57.50407038195027,2420554.132578446,234472501.71724698
00011001,8,7,133,9974,76.01640562151856,3361170.477950672,181063513.959708
00011001,8,7,134,9988,136.67859425278002,3187480.109231077,122046696.1456
00011001,8,7,135,9973,192.56241918759375,1992061.0723814298,330902222.679986
00011001,8,7,136,9980,44.320058739970285,1724038.5378657316,162427423.070791
00011001,8,7,137,9984,78.19692950667859,1883949.127822516,133580517.40421902
00011001,8,7,138,9975,103.94465597216701,3197190.9163558898,126219947.234065
00011001,8,7,139,9978,186.51983571474423,2185499.2393776304,152384898.663553
00011001,8,7,140,9974,105.63887620037796,2962884.1001654305,182333346.31150502
00011001,8,7,141,9981,119.64359899176539,745605.3664793106,83931646.62379399
00011001,8,7,142,9986,65.45289813566838,3810639.3847085917,104830554.02456999
00011001,8,7,143,9979,267.9619171037088,1267381.6992043292,165139011.19513598
00011001,8,7,144,9967,56.53485963654955,829274.2058783987,266059494.678504
00011001,8,7,145,9971,22.932710955904213,2561567.3083291543,200270221.108144
00011001,8,7,146,9975,94.14551916803856,1858883.9252842108,208239152.35048202
00011001,8,7,147,9969,65.73161951925734,3229966.8777359817,186932536.39542797
00011001,8,7,148,9987,127.15583959958187,715338.23757685,214601198.895368
00011001,8,7,149,9974,24.574567892675717,470633.38068678556,150673617.31641403
00011001,8,7,150,9989,22.99780673914133,3381323.540296326,147413603.364402
00011001,8,7,151,9990,169.13859658152242,24651.35252152152,126722959.40117203
00011001,8,7,152,9976,1.4345724217514721,4510620.062982157,164873210.359852
00011001,8,7,153,9976,201.4717399329263,2588291.5429560947,169623828.66828498
00011001,8,7,154,9976,112.3710181574282,2958574.225326785,299358888.832192
00011001,8,7,155,9976,72.78104643717755,1540207.318287891,183582009.910741
00011001,8,7,156,9981,61.78414577522097,2448539.4123033765,215330427.78992897
00011001,8,7,157,9985,83.78133862891616,1664630.201828743,154200257.50903198
00011001,8,7,158,9978,79.57053606355917,3734120.85387252,236450737.95799902
00011001,8,7,159,9966,116.32223532059177,2387737.2394210314,254609326.00532198
00011001,8,7,160,9990,68.99294002960414,1550326.0540060063,70899442.047955
00011001,8,7,161,9982,161.2565114247095,1875686.422717892,161745601.05466202
00011001,8,7,162,9985,85.45094421151411,1501520.3693590385,55679476.15131299
00011001,8,7,163,9984,198.77222561653403,1348756.0043639825,32521056.172268007
00011001,8,7,164,9978,305.66440366691006,1852858.8642643818,141383657.15727103
00011001,8,7,165,9982,96.52908101624189,2782588.430443799,136977787.433786
00011001,8,7,166,9984,149.6883280307163,2067612.9972445911,140598929.123949
00011001,8,7,167,9984,108.38354624343191,2262886.6645703125,181804140.14840698
00011001,8,7,168,9984,91.73501793567806,446850.95951121795,120309427.06548798
00011001,8,7,169,9986,27.37405605973506,575706.5171630282,204292482.84304303
00011001,8,7,170,9971,20.773604772501287,3129843.680973824,234345224.311811
00011001,8,7,171,9987,98.30526990002897,1117416.7250475618,116644838.50580801
00011001,8,7,172,9976,70.62463801966051,3185680.2708680835,256574700.03822803
00011001,8,7,173,9959,91.43581501019041,357753.67616628174,497313826.06860507
00011001,8,7,174,9976,5.288601548626643,1268119.2218755013,279667991.01074904
00011001,8,7,175,9970,33.39222108293356,1497173.7436128384,327240763.92739207
00011001,8,7,176,9976,33.67220109473833,1981475.8434512832,214363135.906437
00011001,8,7,177,9996,68.07171066226041,340772.0137535014,33682302.204952
00011001,8,7,178,9980,74.65517946152026,1442187.9098567136,142141136.164041
